Nuovo,Categoria,Data_Aggiunta,Copertina,Titolo,Autore,Editore,Descrizione,Link
True,Novità,2026-03-29,https://covers2.booksamillion.com/covers/bam/1/63/590/276/1635902762_w.jpg,Franco Bifo Berardi - Thinking Gaza (Paperback),N/D,Semiotext(e),"A call to imagine a less deadly future, written in the shadow of genocide and ""ferocious optimism."" After Gaza, it is time to recognize that the attempt to humanize history has failed, and that there will not be a second try. It is time to recognize that the experiment called ""civilization"" has failed... The abyss is wide open and we cannot help but see it. We must gaze into the abyss, we must gauge the breadth and depth of the abyss. We must draw a map of the abyss, while precipitously falling into it. ""Thinking after Gaza"" means recognizing the collapse of universal reason and democracy, the humanistic values that were the famed--and fragile--promise of modernity. But it also means searching for ways to escape the grim future awaiting those born in this disenchanted century: this century that promises to be the last, in which thought has lost all political power and the survival instinct struggles to withstand the ferocity of techno-military extermination machines. To the generation born in the twilight of Western civilization, we owe this last act of thinking, so as to imagine the desertion of our barbaric present, along pathways that have yet to be illuminated. The latest essay by renowned Italian autonomist theorist Franco ""Bifo"" Berardi, Thinking After Gaza is a reflection on the multivalent consequences--political, philosophical, civilizational--of the current genocide in Gaza and the West Bank. Bearing sober witness to the conditions on the ground in the Occupied Territories, while tracking the ""ferocious optimism"" that has replaced Enlightenment ideals, this book is addressed not only to activists but also to pacifist philosophers, historians, and theologians.",https://www.booksamillion.com/p/Thinking-Gaza/Franco-Bifo-Berardi/9781635902761
True,Novità,2026-03-29,https://covers4.booksamillion.com/covers/bam/0/59/353/503/0593535030_w.jpg,David Ariosto - Open Space (Hardcover),N/D,Knopf Publishing Group,"The next space race has arrived--driven by rival nations, billionaire-funded ventures, and breakthrough technologies all vying to alter the balance of power on Earth and beyond. ""This isn't science fiction; it's the blueprint for the world we're about to inherit."" --Ali Velshi, NBC News senior economic and business correspondent and anchor for MS NOW In 2024, the Odysseus lander touched down near the south pole of the Moon. It was the first lunar landing by Americans in more than half a century--and the first ever by a private company. ""Odie"" embodied the ambitions of a new genera­tion of space entrepreneurs, as well as Washington's bid to challenge a rising Beijing. A gateway to interplanetary explo­ration and conquest, the Moon is now also open for busi­ness, and the race to level up technology, secure resources, and build off-world infrastructure has begun. First place isn't just a symbolic win, but a strategic path to influence and control. The United States, although turbo­charged by tech elites, risks being outpaced by China, which increasingly aligns commercial enterprise with national secu­rity. Not far behind are Russia, India, Japan, and the Euro­pean Union. In Open Space, journalist and space industry analyst David Ariosto gives us a front-row seat to the future. With unprecedented access, he recounts the split-second deci­sions in mission control and hold-your-breath moments on the launch pad. He travels from research labs orchestrating our planetary defense to an antimatter factory and the Mars Desert Research Station, where scientists imagine how an off-world colony might survive (it involves a diet of bugs). He probes inside the Chinese space sector itself, meeting with key figures and companies and traveling to a remote military station in South America. In this global odyssey, we meet the visionaries who are dreaming up the future and the engineers and physicists who are making science fiction a reality. After millennia of gazing up at the stars, humanity is now forging the tools to travel among them. Propulsive, awe-inspiring, and poignant, Open Space charts this epic journey to the final frontier and looks for our place within it.",https://www.booksamillion.com/p/Open-Space/David-Ariosto/9780593535035
True,Novità,2026-03-29,https://covers1.booksamillion.com/covers/bam/1/66/806/683/1668066831_w.jpg,Remi Cruz Parsons - Let's Get Cooking (Hardcover),N/D,S&s/Simon Element,"Remi Cruz Parsons, social media star behind the multi-platform Cooking with Remi, shares her first cookbook, filled with flavorful and accessible recipes for having fun in the kitchen no matter your skill level. Growing up in a Korean American household in Southern California, Remi's earliest memories were steeped in the flavors and creativity of her mother's cooking. Dishes like Korean short ribs and kimchi pancakes filled the family table, fostering a deep cultural appreciation that would later fuel her passion for food. When she began her own solo cooking adventure, trial and error evolved into a joyful exploration of recipes allowing Remi to become inventive in the kitchen. Since 2021, Remi has captured her journey on her multi-platform brand Cooking with Remi but now, she invites us to discover our own confidence in the kitchen with Let's Get Cooking . Packed with big flavor and approachable recipes, this cookbook features everything from grab-and-go breakfasts like Galaxy Brownie Overnight Oats, to crowd-pleasing staples such as Spicy Salmon and Avocado on Crispy Rice for birthdays, Bacon Cheese Dip with Fried Pita Bread for girl's nights, Garlic Parmesan Chicken Wings for game nights, and decadent sweets like World's Best Cakey Chocolate Chip Cookies, and much more With diverse recipes, vivid and mouth-watering photography, and Remi's infectious personality woven throughout, Let's Get Cooking will inspire novice and seasoned cooks to savor the joy of cooking and create connections through food.",https://www.booksamillion.com/p/Lets-Get-Cooking/Remi-Cruz-Parsons/9781668066836
True,Novità,2026-03-29,https://covers4.booksamillion.com/covers/bam/0/59/379/781/0593797817_w.jpg,Tommy Wood - The Stimulated Mind (Hardcover),N/D,Harmony,"Boost mental sharpness today and prevent cognitive decline tomorrow, including Alzheimer's disease, with science-backed strategies that will extend your brain's longevity beyond what you thought was possible. The most important part of the body, especially as we age, is our brain. So why aren't we taking the health of our brain as seriously as our heart and achy joints, particularly when people are struggling to focus every day, and dementia and Alzheimer's cases continue to rise? In The Stimulated Mind , Dr. Tommy Wood, a Formula 1 sports performance coach and neuroscientist specializing in lifelong brain health, dispels the myth that the brain is doomed to decline with age. Instead, by providing the right stimulus and building more ""headroom""--the amount of mental function we have available to us--we can help our brain to adapt and develop. Dr. Wood explains that a brain that improves with age is the result not of expensive pills, far-off discoveries, or strict lifestyle ""optimizations,"" but rather of actions within our control--diet, sleep, physical activity, social connection, and stress tolerance. Driven by how we use our brains on a daily basis, these modifiable factors come together in his groundbreaking ""3-S"" model that describes what a brain needs to thrive for a lifetime: Stimulation, Sleep, and Nutrient Supply. Packed with insights and actionable science drawn from Wood's research and experience as a physician, neuroscientist, and performance coach, The Stimulated Mind offers a path toward true cognitive longevity, ensuring that our brains perform at their best no matter what the coming years throw at us.",https://www.booksamillion.com/p/Stimulated-Mind/Tommy-Wood/9780593797815
True,Novità,2026-03-29,https://covers4.booksamillion.com/covers/bam/0/73/524/161/0735241619_w.jpg,Christine Flynn - Easy Does It (Hardcover),N/D,Penguin Books Canada,N/D,https://www.booksamillion.com/p/Easy-Does/Christine-Flynn/9780735241619
True,Novità,2026-03-29,https://covers3.booksamillion.com/covers/bam/1/83/783/361/1837833613_w.jpg,Ed Smith - Peckish (Hardcover),N/D,Quadrille Publishing,"A collection of winning chicken dinners, for any day of the week. Peckish is a compendium of winning ways to cook chicken: the necessary next book from, Ed Smith, the award-winning author of Good Eggs. In Peckish, Ed Smith showcases over 80 straightforward chicken recipes that will have you coming back for more. Arranged by the different cuts of chicken (drumstick, thighs, breast, wings, etc), as well the whole bird, recipes include midweek meals such as Sherry Cherry Tomato Chicken Traybake, Lemon and Sage Piccata and Poached Chicken and Asparagus Chopped Salad, as well as dishes like Buttermilk, Honey and Mustard Roast Chicken and Chicken and Chestnut Suet Pastry Pot Pie that are worthy of weekend gatherings. Interspersed with the recipes are suggestions of how you can change up the recipes to suit what you have available, as well as techniques for taking your chicken cookery to the next level. Perfect for anyone who is peckish for ideas, this book is bound to sate your chicken cravings.",https://www.booksamillion.com/p/Peckish/Ed-Smith/9781837833610
True,Novità,2026-03-29,https://covers1.booksamillion.com/covers/bam/1/40/199/860/1401998607_w.jpg,Sue Morter - The Anatomy of Awakening (Hardcover),N/D,Hay House LLC,"The author of The Energy Codes combines quantum science and cosmic principles with practical tools to awaken your high brain centers and access your capacity to embody divine love—right now, just as you are. In our rapidly changing world, we are challenged to maintain a sense of self and not be consumed by the turbulence. Where can we turn to find the stability we need? The Anatomy of Awakening reveals that all we need is already with and within us, profoundly hidden in plain sight. Dr. Sue Morter, best-selling author of The Energy Codes, identifies the invisible, sacred energetic structure that underpins our human physiology—a flowing throughline that results from the series of compressions required for Source to manifest into human form. She also introduces us to the vibrational frequency of a Greater Love, a force that allows us to sustainably transcend our primitive brain, bringing greater peace and healing. Using an approach keyed to the highest of 12 chakras, The Anatomy of Awakening opens a vibrational combination lock, enlivening us in entirely new ways and helping us become more masterful in our lives. We align with five transformative universal principles or quantum “codes” to reveal a greater Truth: • The Creator Code—Awakening as Source • The Actioning Code—Flowing with Grace • The Destiny Code—Embodying quantum Love • The Revelation Code—Illuminating the Ecstatic Self • The Blessing Code—Unifying the realms into one Divine Truth By awakening to these subtle energies and accepting that we are already the Divine, we free ourselves from the limitations of beliefs, learn to trust ourselves, and heal on every level. We activate a greater state of consciousness, bringing us closer to our highest selves. We transform.",https://www.booksamillion.com/p/Anatomy-Awakening/Sue-Morter/9781401998608
True,Novità,2026-03-29,https://covers3.booksamillion.com/covers/bam/0/06/341/477/0063414775_w.jpg,Mike Vaccaro - The Bosses of the Bronx (Hardcover),N/D,Harper,N/D,https://www.booksamillion.com/p/Bosses-Bronx/Mike-Vaccaro/9780063414778
True,Novità,2026-03-29,https://covers3.booksamillion.com/covers/bam/9/79/889/414/9798894142654_w.jpg,David Sopp - Safe Baby Handling Tips (Revised and Even Safer Edition) (Hardcover),N/D,Running Press Adult,"The perfect gift for expecting parents, the classic and hilarious Safe Baby Handling Tips is back with three times as many tips to keep you laughing while caring for your newborn. Worried about protecting your baby from the abundant harm of everyday living? Authors David and Kelly Sopp have you covered with Safe Baby Handling Tips , which offers laugh-out-loud guidance on baby care for anyone overwhelmed and befuddled--i.e., everyone--when it comes to caring for their new bundles of joy. With dozens of handling tips, readers will learn everything they need to keep their child alive and thriving beyond the first year. No, you can't stow them in the overhead compartment on flights. During playtime, babies prefer peek-a-boo to chess. And using a bath towel is far more safe and effective than putting your kiddo in the dryer. Beyond the safety tips, this handy guide also walks you through the many changes in lifestyle you'll face and keeps you on your toes with child-rearing quizzes. Why make everything up as you go along when this gifty, indispensable guide can show you how to be a little less incompetent as parents? You'll laugh, you'll cry (from sleep deprivation), and your baby will be safer for it.",https://www.booksamillion.com/p/Safe-Baby-Handling-Tips-Revised/David-Sopp/9798894142654
True,Novità,2026-03-29,https://covers1.booksamillion.com/covers/bam/1/66/820/735/1668207354_w.jpg,Sid Sijbrandij - Extreme Collaboration (Hardcover),N/D,Simon Element / Simon Acumen,"A new approach to collaboration, productivity, and growth from Sid Sijbrandij , the cofounder and executive chair of GitLab. If you want to go fast, go alone. But if you want to go far, go together. This familiar saying has inspired leaders for years. But what if it's wrong? What if achieving extraordinary results didn't mean choosing between speed and teamwork? In Extreme Collaboration , entrepreneur and thought leader Sid Sijbrandij shares the secret to quickly and efficiently achieving impactful outcomes: an open mindset. Drawing from his extensive experience building companies, Sijbrandij reveals how the same principles that drive open-source projects--collaboration, iteration, intentional transparency, efficiency, and a focus on results--can be applied to any organization or initiative. These same tactics have built GitLab into one of the world's largest all-remote companies, started new ventures, scaled nonprofits, and have even shaped his own personal cancer treatments. Through actionable strategies and compelling stories, leaders at all levels will learn how to build upon the best ideas, refine them with agility, and foster a culture of openness and trust. Challenging the belief that leaders must prioritize either synergy or speed, Extreme Collaboration empowers you to unleash the potential of your team and organization to achieve more than you thought possible. Whether you're a leader at a startup, nonprofit, or global corporation, Extreme Collaboration is the ultimate guide to driving bold results faster--together.",https://www.booksamillion.com/p/Extreme-Collaboration/Sid-Sijbrandij/9781668207352
True,Novità,2026-03-29,https://covers4.booksamillion.com/covers/bam/1/77/458/665/1774586657_w.jpg,Michael Bungay Stanier - The Coaching Habit (Hardcover),N/D,"Page Two Books, Inc.","The 10th anniversary hardcover edition of the million-copy bestseller that has revolutionized coaching--with brand new content and original illustrations. The Coaching Habit ""un-weirded"" coaching and made it practical and accessible to everyone. Ten years on, and that skill has never been more relevant. It's not just for coaches. It's for managers, leaders, parents... in fact anyone who works and lives with other people. Being more coach-like and staying curious longer with those around you helps you connect more deeply, focus on what matters, and bring out each other's best. Discover what more than a million readers have already learned about how to unlock peoples' potential by understanding the simple power of seven essential coaching questions. Its practical wisdom is grounded in neuroscience and behavioral economics research and enhanced with additional video support. In this special hardcover edition: A brand-new chapter on how to deepen the power of any coaching exchange by the way you show up. It teaches the four essential coaching paradoxes: be confident and humble, light and grounded, fierce and loving, and caring while not caring. Two ""secret chapters"" on how to create your own coaching questions, so you can expand and deepen your own coaching repertoire. Sprayed edges and delightful and ingenious illustrations which offer a fresh way to dive deeper into the lessons of the book and bring to life some of the more elusive insights.This book is practical and funny, clever, and easy to read. The Coaching Habit is essential for anyone looking to build their leadership skills, connect to the people who matter most, and bring out their best. The Coaching Habit will help you master one of the most powerful human skills: staying curious just a little longer.",https://www.booksamillion.com/p/Coaching-Habit/Michael-Bungay-Stanier/9781774586655
True,Novità,2026-03-29,https://covers3.booksamillion.com/covers/bam/0/84/787/657/0847876578_w.jpg,Ed Wheatley - The Finest in the Field(r) (Hardcover),N/D,Rizzoli International Publications,"The gloves themselves are the stars in this rich history of baseball's most memorable fielding moments, as curated from Rawlings's unmatched collection. Highlighting fifty gloves as touchstones of baseball's most storied players and plays, this book pairs a gallery of sumptuous glove photography with essays to place each glove into its historical context. The treasury also features archival photos of the players, period advertisements, and other memorabilia. Baseball's history comes to life with famous gloves and famous moments. They include Christy Mathewson's game used glove from the National Baseball Hall of Fame's collection illustrating the model worn during the greatest pitching performance in World Series history in 1905; Jackie Robinson's model glove worn during the years he broke baseball's segregation barrier in 1947; and the model like Mickey Mantle wore in 1956 while making the catch to preserve the only World Series perfect game. Other gloves are immediately connected to plays so famous they have their own monikers: Willie Mays's ""The Catch,"" Derek Jeter's ""The Flip,"" and Ken Griffey Jr.'s ""The Wall Banger."" Throughout the book--which features every Gold Glove Award winner--are quotes from players and vignettes calling out special moments. This book will be compelling to fans, players, historians, and collectors. Students of the game, from all generations, will now truly own a piece of baseball's rich history.",https://www.booksamillion.com/p/Finest-Fieldr/Ed-Wheatley/9780847876570
True,Novità,2026-03-29,https://covers3.booksamillion.com/covers/bam/1/41/976/378/1419763784_w.jpg,Nemonte Nenquimo - We Will Be Jaguars (Reese's Book Club Pick) (Paperback),N/D,Abrams Press,"A Reese's Book Club selection in hardcover, this critically acclaimed memoir from a fearless activist tells the story of her Indigenous childhood, a clash of cultures, and the fight to save the Amazon rainforest and protect her people Born into the Waorani tribe of Ecuador's Amazon rainforest--one of the last to be contacted by missionaries in the 1950s--Nemonte Nenquimo had a singular upbringing. She was taught about plant medicines, foraging, oral storytelling, and shamanism by her elders. She played barefoot in the forest and didn't walk on pavement or see a car until she was a teenager and left to study with an evangelical missionary group in the city. But after Nenquimo's ancestors began appearing in her dreams, pleading with her to return and embrace her own culture, she listened. Nenquimo returned to the forest and traditional ways of life and became one of the most forceful voices in climate change activism. She spearheaded an alliance of indigenous nations across the Upper Amazon and led her people to a landmark victory against Big Oil, protecting over a half million acres of primary rainforest. We Will Not Be Saved is an astonishing memoir by an equally astonishing woman. Nenquimo digs into generations of oral history, uprooting centuries of conquest, and hacking away at racist notions of Indigenous peoples. Ultimately, she reveals a life story as rich, harsh, and vital as the Amazon rainforest herself.",https://www.booksamillion.com/p/We-Will-Be-Jaguars-Reeses/Nemonte-Nenquimo/9781419763786
True,Novità,2026-03-29,https://covers4.booksamillion.com/covers/bam/1/83/783/614/1837836140_w.jpg,Tilly Walnes - Tilly and the Buttons (Paperback),N/D,Quadrille Publishing,"A must-have guide for budding sewists wanting to make clothes with confidence. Learn to Sew provides all the sewing know-how you need to create the garments of your dreams. Perfect for beginner and developing stitchers, award-winning sewing author and pattern designer Tilly Walnes of Tilly and the Buttons demystifies the art of making clothes with refreshingly clear instructions, step-by-step photos, and her down-to-earth approach guiding you every step of the way. Discover how to start using a sewing machine, choose the right fabric, work with sewing patterns, and construct clothing from scratch as Learn to Sew guides you through all the essential techniques, from structure to shaping, fastenings to finishes. Learn to Sew will be your ultimate handbook to come back to again and again, whatever you choose to make.",https://www.booksamillion.com/p/Tilly-Buttons/Tilly-Walnes/9781837836147
